x	ncov
0.894	0.4980988593155894
0.894	0.49429657794676807
0.898	0.49049429657794674
0.898	0.4866920152091254
0.898	0.4828897338403042
0.898	0.4790874524714829
0.898	0.47528517110266155
0.898	0.4714828897338402
0.904	0.467680608365019
0.923	0.4638783269961977
0.929	0.46007604562737636
1.014	0.45627376425855515
1.048	0.4524714828897338
1.048	0.4486692015209125
1.089	0.44486692015209117
1.112	0.44106463878326996
1.136	0.43726235741444863
1.176	0.4334600760456273
1.179	0.4296577946768061
1.206	0.42585551330798477
1.237	0.42205323193916344
1.247	0.41825095057034223
1.254	0.4144486692015209
1.254	0.4106463878326996
1.254	0.40684410646387825
1.254	0.40304182509505704
1.254	0.3992395437262357
1.254	0.3954372623574144
1.254	0.3916349809885932
1.254	0.38783269961977185
1.254	0.3840304182509505
1.254	0.3802281368821292
1.254	0.376425855513308
1.254	0.37262357414448666
1.254	0.36882129277566533
1.254	0.3650190114068441
1.254	0.3612167300380228
1.254	0.35741444866920147
1.254	0.35361216730038025
1.254	0.34980988593155893
1.254	0.3460076045627376
1.254	0.3422053231939163
1.254	0.33840304182509506
1.254	0.33460076045627374
1.254	0.3307984790874524
1.254	0.3269961977186312
1.254	0.3231939163498099
1.254	0.31939163498098855
1.254	0.3155893536121672
1.254	0.311787072243346
1.254	0.3079847908745247
1.254	0.30418250950570336
1.254	0.30038022813688214
1.254	0.2965779467680608
1.254	0.2927756653992395
1.254	0.28897338403041817
1.254	0.28517110266159695
1.254	0.28136882129277563
1.254	0.2775665399239543
1.254	0.2737642585551331
1.254	0.26996197718631176
1.254	0.26615969581749044
1.254	0.2623574144486692
1.254	0.2585551330798479
1.254	0.2547528517110266
1.254	0.25095057034220525
1.254	0.24714828897338403
1.264	0.2433460076045627
1.278	0.23954372623574138
1.292	0.23574144486692017
1.292	0.23193916349809884
1.305	0.22813688212927752
1.306	0.2243346007604562
1.309	0.22053231939163498
1.312	0.21673003802281365
1.409	0.21292775665399233
1.415	0.20912547528517111
1.417	0.2053231939163498
1.424	0.20152091254752846
1.429	0.19771863117870725
1.45	0.19391634980988592
1.488	0.1901140684410646
1.488	0.18631178707224327
1.488	0.18250950570342206
1.488	0.17870722433460073
1.501	0.1749049429657794
1.542	0.1711026615969582
1.542	0.16730038022813687
1.542	0.16349809885931554
1.542	0.15969581749049422
1.542	0.155893536121673
1.547	0.15209125475285168
1.562	0.14828897338403035
1.577	0.14448669201520914
1.607	0.14068441064638781
1.63	0.1368821292775665
1.643	0.13307984790874527
1.658	0.12927756653992395
1.67	0.12547528517110262
1.69	0.1216730038022813
1.748	0.11787072243346008
1.792	0.11406844106463876
1.792	0.11026615969581743
1.797	0.10646387832699622
1.877	0.1026615969581749
1.882	0.09885931558935357
1.894	0.09505703422053224
1.898	0.09125475285171103
1.904	0.0874524714828897
1.916	0.08365019011406838
1.977	0.07984790874524716
1.979	0.07604562737642584
2.013	0.07224334600760451
2.018	0.06844106463878319
2.03	0.06463878326996197
2.059	0.06083650190114065
2.069	0.057034220532319324
2.115	0.05323193916349811
2.124	0.049429657794676785
2.153	0.04562737642585546
2.291	0.041825095057034245
2.306	0.03802281368821292
2.306	0.034220532319391594
2.382	0.03041825095057027
2.521	0.026615969581749055
2.544	0.02281368821292773
2.577	0.019011406844106404
2.586	0.01520912547528519
2.586	0.011406844106463865
2.586	0.0076045627376425395
2.586	0.0038022813688212143
2.586	0.0
